y,Slope,Elevation,Aspect,Aspect_cv,Slope_cv,Elevation_cv,Forest height,Root depth,Tree density,Drought intensity,Available water capacity,Soil clay,Soil sand,Precipitation,Native plant species richness
0.020249317,14.32499218,425,127.7911911,0.561118659,0.402793842,0.403086488,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.016986791,14.32499218,425,127.7911911,0.561118659,0.402793842,0.403086488,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.037758068,14.32499218,425,127.7911911,0.564408527,0.401154063,0.399853883,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.037758068,14.32499218,425,127.7911911,0.564408527,0.401154063,0.399853883,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.025649905,10.45536709,284,200.6570282,0.545950369,0.432944484,0.491418266,23,7.492179751,27704.26988,-3.784285714,50,22,43,350.7944444,0
0.058301714,14.32499218,425,127.7911911,0.564408527,0.401154063,0.399853883,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.038367069,14.32499218,425,127.7911911,0.563933632,0.401910625,0.401435508,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.038367069,14.32499218,425,127.7911911,0.563933632,0.401910625,0.401435508,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.031115179,14.32499218,425,127.7911911,0.563933632,0.401910625,0.401435508,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.046236138,1.49163799,253,270,0.549951279,0.439654713,0.500054115,23,3.326466773,25896.09385,-3.784285714,50,22,43,350.7944444,0
0.033080284,6.093924046,432,66.15065002,0.56646913,0.401476153,0.400287749,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.054217001,6.093924046,432,66.15065002,0.56646913,0.401476153,0.400287749,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.033080284,6.093924046,432,66.15065002,0.56646913,0.401476153,0.400287749,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.043643399,12.25371456,411,340.7493591,0.570323143,0.40113694,0.401840085,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.043643399,12.25371456,411,340.7493591,0.570323143,0.40113694,0.401840085,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.025649905,10.45536709,284,200.6570282,0.545950369,0.432944484,0.491418266,23,7.492179751,27704.26988,-3.784285714,50,22,43,350.7944444,0
0.043643399,12.25371456,411,340.7493591,0.570323143,0.40113694,0.401840085,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.043643399,12.25371456,411,340.7493591,0.570323143,0.40113694,0.401840085,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.027147174,12.25371456,411,340.7493591,0.570323143,0.40113694,0.401840085,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.072682299,10.71956062,417,356.0563354,0.569761238,0.401039269,0.400293659,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.072682299,10.71956062,417,356.0563354,0.569761238,0.401039269,0.400293659,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.068180555,5.784790419,260,105.4449579,0.548952424,0.440852232,0.50239605,23,3.326466773,25896.09385,-3.784285714,50,22,43,350.7944444,0
0.078268178,10.71956062,417,356.0563354,0.569761238,0.401039269,0.400293659,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.065821507,10.71956062,417,356.0563354,0.569761238,0.401039269,0.400293659,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.065821507,10.71956062,417,356.0563354,0.569761238,0.401039269,0.400293659,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.059401764,10.71956062,417,356.0563354,0.570381812,0.400364653,0.398912846,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.023535988,9.009173393,301,260.2025146,0.545346456,0.43178879,0.488556707,23,7.492179751,27704.26988,-3.784285714,50,22,43,350.7944444,0
0.05902758,12.25371456,411,340.7493591,0.570323143,0.40113694,0.401840085,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.05902758,10.71956062,417,356.0563354,0.569761238,0.401039269,0.400293659,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.077641532,6.093924046,432,66.15065002,0.56646913,0.401476153,0.400287749,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.077641532,6.093924046,432,66.15065002,0.56646913,0.401476153,0.400287749,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.052080913,6.093924046,432,66.15065002,0.56646913,0.401476153,0.400287749,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.058301714,14.32499218,425,127.7911911,0.564408527,0.401154063,0.399853883,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.068180555,5.784790419,260,105.4449579,0.548952424,0.440852232,0.50239605,23,3.326466773,25896.09385,-3.784285714,50,22,43,350.7944444,0
0.067530252,14.32499218,425,127.7911911,0.564408527,0.401154063,0.399853883,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.067530252,14.32499218,425,127.7911911,0.564408527,0.401154063,0.399853883,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.058902041,14.32499218,425,127.7911911,0.564408527,0.401154063,0.399853883,22,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.023535988,9.009173393,301,260.2025146,0.545346456,0.43178879,0.488556707,23,7.492179751,27704.26988,-3.784285714,50,22,43,350.7944444,0
0.052789437,12.66152287,411,190.012207,0.561913001,0.402812199,0.399486914,24,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.042933597,12.66152287,411,190.012207,0.561913001,0.402812199,0.399486914,24,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.042933597,12.66152287,411,190.012207,0.561913001,0.402812199,0.399486914,24,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.029529977,12.66152287,411,190.012207,0.561913001,0.402812199,0.399486914,24,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.033403231,9.524350166,413,175.5495148,0.565298021,0.402962203,0.397525928,24,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.037446896,9.524350166,413,175.5495148,0.565298021,0.402962203,0.397525928,24,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.023991557,9.524350166,413,175.5495148,0.562414101,0.403558397,0.399106114,24,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.068180555,5.784790419,260,105.4449579,0.548952424,0.440852232,0.50239605,23,3.326466773,25896.09385,-3.784285714,50,22,43,350.7944444,0
0.023991557,9.524350166,413,175.5495148,0.562414101,0.403558397,0.399106114,24,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.023991557,9.524350166,413,175.5495148,0.562414101,0.403558397,0.399106114,24,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.035355825,2.878312588,298,15.0080471,0.547773355,0.431933186,0.48974792,23,7.492179751,27704.26988,-3.784285714,50,22,43,350.7944444,0
0.036239967,8.490496635,409,167.4064789,0.56549248,0.402958846,0.397338793,24,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.042372993,8.490496635,409,167.4064789,0.56549248,0.402958846,0.397338793,24,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.042372993,8.490496635,409,167.4064789,0.56549248,0.402958846,0.397338793,24,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.040480323,8.490496635,409,167.4064789,0.56549248,0.402958846,0.397338793,24,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.040480323,8.490496635,409,167.4064789,0.56549248,0.402958846,0.397338793,24,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.040480323,8.490496635,409,167.4064789,0.56549248,0.402958846,0.397338793,24,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.040480323,8.490496635,409,167.4064789,0.56549248,0.402958846,0.397338793,24,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.043585413,8.490496635,409,167.4064789,0.56549248,0.402958846,0.397338793,24,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.025649905,10.45536709,284,200.6570282,0.545950369,0.432944484,0.491418266,23,7.492179751,27704.26988,-3.784285714,50,22,43,350.7944444,0
0.027757477,9.524350166,413,175.5495148,0.562414101,0.403558397,0.399106114,24,5.859464408,16737.6779,-3.831428571,50,22,43,350.7944444,0
0.025649905,10.45536709,284,200.6570282,0.545950369,0.432944484,0.491418266,23,7.492179751,27704.26988,-3.784285714,50,22,43,350.7944444,0
0.025649905,10.45536709,284,200.6570282,0.545950369,0.432944484,0.491418266,23,7.492179751,27704.26988,-3.784285714,50,22,43,350.7944444,0
0.036025206,10.45536709,284,200.6570282,0.545950369,0.432944484,0.491418266,23,7.492179751,27704.26988,-3.784285714,50,22,43,350.7944444,0
0.086582533,7.911908907,3331,206.7445136,0.58185883,0.746269552,0.030969159,24,1.144426642,28094.05877,-5.535714286,100,22,43,578.2472222,954.1
0.155166089,8.594764709,3198,259.7173157,0.363447283,0.483428766,0.080603662,23,0.396734569,47770.28603,-4.295714286,100,19,37,448.9861111,1243.8
0.147301387,24.66166115,3371,303.5289001,0.502374389,0.417701163,0.048636426,21,0.183108263,37170.6204,-4.087142857,100,19,37,448.9861111,1243.8
0.079358087,7.403142929,3062,29.29664421,0.715206817,0.576216536,0.069895004,24,0.091554131,45872.77106,-4.414285714,100,19,37,448.9861111,1243.8
0.174155349,17.57396266,148,55.79054575,0.598898432,0.689968885,0.513176244,25,3.280689708,50750.30279,-3.164285714,15,22,42,987.2694444,953.9
0.037395165,4.410623074,1206,73.7501297,0.719659761,0.463889529,0.287419153,23,12.80231937,35109.28453,-3.425714286,15,22,42,504.9166667,1620.9
0.062034138,21.95488167,1564,45.8884697,0.678728598,0.435520857,0.240389547,0,10.48294804,15905.28267,-3.425714286,15,22,42,504.9166667,1620.9
0.081277929,29.28098869,2643,105.059288,0.557553764,0.750458567,0.057614583,26,2.182040131,22173.64387,-4.37,100,23,36,543.3777778,1111.7
0.123679838,34.00675201,3439,244.4131622,0.435025846,0.431734244,0.09458926,23,0.762951095,16860.6431,-5.2,100,23,36,548.2083333,1111.7
0.031763134,9.453587532,2544,240.9160767,0.497314261,0.74068809,0.058617061,22,4.348821241,39814.10318,-4.295714286,100,23,36,548.2083333,1111.7
0.105148646,7.085231304,788,92.48812103,0.562351841,0.389562788,0.279703582,21,1.022354467,62794.86144,-5.275714286,15,23,41,803.1583333,1895.1
0.045017689,34.10848618,1055,161.4591522,0.673369441,0.42088089,0.299283777,19,2.243076219,22362.53038,-3.425714286,15,22,42,504.9166667,0
0.081228044,22.55117547,787,262.5338328,0.535184413,0.458851231,0.233965789,0,0.183108263,48799.8637,-4.564285714,150,49,19,419.875,1675.2
0.059980768,7.090370799,1479,141.3383773,0.59078107,0.609007906,0.040775606,0,4.699778744,28812.2242,-4.062857143,50,47,26,465.2416667,1637.4
0.065481623,21.0806228,306,236.9124244,0.447884658,0.455103956,0.669721025,0,10.57450217,12721.37278,-2.734285714,100,21,44,541.525,0
0.175978988,6.175386202,234,18.64330076,0.556786416,0.732853323,0.108763503,26,1.159685664,53011.06746,-2.88,150,21,47,1060.847222,944
0.05856418,30.26049832,845,140.9763805,0.677883673,0.332757492,0.32134816,0,3.250171664,39442.641,-3.7,50,19,37,1547.447222,2092.2
0.111386386,21.84259553,1035,318.925627,0.468813109,0.390641663,0.3827552,23,1.190203708,118536.4398,-3.814285714,50,19,37,935.8944444,1393.7
0.070545187,34.31533584,1215,354.9402819,0.487722856,0.392476409,0.377315217,29,5.233844511,204136.8539,-3.814285714,50,19,37,935.8944444,1393.7
0.083623021,34.31533584,1215,354.9402819,0.487722856,0.392476409,0.377315217,29,5.233844511,204136.8539,-3.814285714,50,19,37,935.8944444,1393.7
0.092472406,35.14555984,1220,351.3941654,0.489435515,0.391829058,0.37705981,29,5.233844511,204136.8539,-3.814285714,50,19,37,935.8944444,1393.7
0.115389474,34.47968339,1202,343.4485516,0.500238498,0.386382656,0.379222901,29,5.233844511,204136.8539,-3.987142857,50,19,37,935.8944444,1393.7
0.082777529,31.28891683,1253,16.48598175,0.453143571,0.315691763,0.257644355,35,1.20546273,201689.5899,-4.794285714,50,19,37,783.0333333,2591.7
0.087977197,35.0872098,1080,356.929841,0.481871517,0.38801928,0.384888954,29,5.233844511,204136.8539,-3.814285714,50,19,37,935.8944444,1393.7
0.095642208,16.70580065,1329,308.9957527,0.490099194,0.394905303,0.367918556,29,1.220721752,290829.4051,-3.814285714,50,19,37,935.8944444,1393.7
0.092814076,29.88771606,1190,343.2601714,0.480480156,0.39250378,0.377891419,23,1.190203708,118536.4398,-3.814285714,50,19,37,935.8944444,1393.7
0.072801056,29.69658003,1199,347.0386128,0.48065842,0.39271821,0.377747598,23,1.190203708,118536.4398,-3.814285714,50,19,37,935.8944444,1393.7
0.076134321,29.69658003,1199,347.0386128,0.48065842,0.39271821,0.377747598,23,1.190203708,204136.8539,-3.814285714,50,19,37,935.8944444,1393.7
0.075264598,30.80485947,1207,350.5572688,0.480692107,0.392795445,0.377601377,29,1.190203708,204136.8539,-3.814285714,50,19,37,935.8944444,1393.7
0.063204985,30.80485947,1207,350.5572688,0.480692107,0.392795445,0.377601377,29,5.233844511,204136.8539,-3.814285714,50,19,37,935.8944444,1393.7
0.053245906,32.38231542,1212,354.5533305,0.483592197,0.392742141,0.377462106,29,5.233844511,204136.8539,-3.814285714,50,19,37,935.8944444,1393.7
0.086909812,2.200387001,2996,349.4344788,0.547786708,0.516370041,0.056357636,25,0.183108263,42137.25542,-4.59,100,19,37,448.9861111,1037.7
0.113771975,4.680152893,3185,136.4710236,0.621758321,0.48537094,0.057631732,24,0.335698482,44644.35807,-4.205714286,100,19,37,448.9861111,1037.7
0.111621825,4.216229916,3289,151.4422302,0.65966533,0.584400714,0.052225158,21,0.411993591,35843.61393,-4.021428571,100,19,37,448.9861111,1037.7
0.084323677,6.275736809,3239,11.09092808,0.730411304,0.612011001,0.055435668,23,0.183108263,47692.67634,-4.021428571,100,19,37,448.9861111,1243.8
0.120220562,7.421961784,3250,173.7877502,0.648467213,0.524814196,0.05190086,19,0.411993591,35528.27676,-4.205714286,100,19,37,448.9861111,1037.7
0.135788649,8.582564354,2917,110.9482498,0.570619791,0.506735519,0.071926656,25,0.167849241,45866.65661,-5.294285714,100,19,37,448.9861111,1037.7
0.111162969,13.5053196,3058,86.13536835,0.602912165,0.477355276,0.068319608,24,0.579842832,46476.64524,-4.205714286,100,19,37,448.9861111,1037.7
0.121056393,17.84715652,987,309.5565491,0.478406764,0.360907264,0.281431136,20,0.839246204,90808.91218,-5.085714286,15,24,42,803.1583333,1895.1
0.059511724,15.53299427,1210,33.40632629,0.58787974,0.429257327,0.195604051,25,1.220721752,227496.4063,-6.255714286,50,19,37,817.2944444,1895.1
0.047887958,17.28650665,1322,339.4375,0.604130384,0.428246791,0.187778066,25,4.547188525,227496.4063,-6.255714286,50,19,37,817.2944444,1895.1
0.062692691,20.40278816,1287,346.4026184,0.605160311,0.429112952,0.1877082,25,4.547188525,227496.4063,-6.255714286,50,19,37,817.2944444,1895.1
0.109489733,15.53299427,1210,33.40632629,0.589637389,0.428766563,0.194385956,25,4.547188525,227496.4063,-6.255714286,50,19,37,817.2944444,1895.1
0.046543149,20.70913506,1200,350.0099792,0.595661918,0.428234438,0.192553568,25,4.547188525,227496.4063,-6.255714286,50,19,37,817.2944444,1895.1
0.055203195,23.0390377,1109,337.8531799,0.586309949,0.426744888,0.191646929,25,1.220721752,227496.4063,-6.255714286,50,19,37,817.2944444,1895.1
0.047495456,19.08717728,1120,356.377655,0.588947041,0.4268273,0.190603288,25,4.547188525,227496.4063,-6.255714286,50,19,37,817.2944444,1895.1
0.068473388,17.43548775,1185,56.64700699,0.592270674,0.429055634,0.193374078,25,4.547188525,227496.4063,-6.255714286,50,19,37,817.2944444,1895.1
0.115149965,16.76711655,1160,312.8869019,0.551136704,0.49105636,0.194648453,24,3.29594873,119668.3447,-3.951428571,15,24,42,485.5333333,1663.9
0.030100506,9.630316734,1143,9.664181709,0.560135764,0.502424856,0.191033247,21,3.29594873,119668.3447,-3.951428571,15,24,42,485.5333333,1663.9
0.116040069,23.4501133,936,349.3303833,0.495959262,0.362610555,0.264215461,0,0.839246204,76280.86624,-5.085714286,15,24,42,803.1583333,1895.1
0.052222467,12.40172291,864,71.39746857,0.605709698,0.546299761,0.169866858,23,4.867627985,126057.4057,-4.261428571,50,19,47,517.5666667,1353.6
0.099073918,16.29745102,912,45.46736908,0.62005793,0.558799613,0.179330913,17,4.867627985,126057.4057,-4.261428571,50,19,47,517.5666667,1353.6
0.063134548,10.1301899,876,28.85894585,0.604838617,0.542119574,0.167160859,23,4.867627985,126057.4057,-4.261428571,50,19,47,517.5666667,1353.6
0.026092127,13.23683167,948,71.26750183,0.605346468,0.52657927,0.150528686,17,3.891050584,140045.5048,-4.261428571,50,19,47,517.5666667,1353.6
0.050581515,26.71422195,938,329.0657043,0.602396704,0.532903679,0.162481109,23,4.867627985,126057.4057,-4.261428571,50,19,47,517.5666667,1353.6
0.094469712,26.71422195,938,329.0657043,0.602396704,0.532903679,0.162481109,23,4.867627985,126057.4057,-4.261428571,50,19,47,517.5666667,1353.6
0.027413629,17.27505684,868,336.8674622,0.600410682,0.542368108,0.181810133,23,4.867627985,126057.4057,-4.261428571,50,19,47,517.5666667,1353.6
0.039040607,29.2232666,1002,290.3188477,0.591212851,0.52953535,0.170236471,23,4.867627985,126057.4057,-4.261428571,50,19,47,517.5666667,1353.6
0.024208267,16.93803787,835,310.9619446,0.603416942,0.549607343,0.184402081,23,4.867627985,126057.4057,-4.261428571,50,19,47,517.5666667,1353.6
0.077029733,21.71554375,981,347.2918396,0.483851803,0.358323992,0.274384332,19,0.839246204,76280.86624,-5.085714286,15,24,42,803.1583333,1895.1
0.039328184,30.85116196,991,101.9915924,0.493955048,0.34201158,0.272176385,22,0.854505226,77514.08556,-4.334285714,15,24,42,803.1583333,1895.1
0.067071729,13.89474297,1036,36.19009399,0.494838877,0.347130225,0.268745053,23,0.854505226,77514.08556,-4.334285714,15,24,42,803.1583333,1895.1
0.090816404,20.24547386,1106,348.5793762,0.495130924,0.348984877,0.272057192,22,0.442511635,69869.46208,-4.334285714,15,23,41,803.1583333,1895.1
0.098181326,29.30216789,1231,0.745582283,0.494965419,0.358021072,0.268043635,30,1.235980774,85552.98695,-4.334285714,15,24,42,803.1583333,1895.1
0.026171416,16.99622345,661,329.8847656,0.495049038,0.386340702,0.294251484,0,0.183108263,77445.71385,-5.275714286,15,23,41,803.1583333,1895.1
0.165909972,25.18797112,669,314.4160461,0.494354177,0.384482208,0.293450426,0,0.183108263,57168.18379,-5.085714286,15,23,41,803.1583333,1895.1
0.084346225,25.41105859,454,351.1734337,0.562161726,0.648260602,0.146678641,25,0.183108263,59385.18629,-2.2,150,20,41,958.2111111,888.2
0.065312648,2.709014157,2581,313.1753895,0.600299901,0.457556576,0.074714466,16,0,3050.629962,-3.028571429,150,23,23,156.1694444,1159
0.139512063,10.85289288,1948,350.0913086,0.456017793,0.73838817,0.041225618,10,0.183108263,28994.47309,-4.691428571,150,23,36,543.3777778,1111.7
0.046246673,9.91519165,2165,157.829895,0.512279975,0.705259888,0.027794655,16,4.455634394,34059.85458,-4.588571429,100,23,36,543.3777778,1111.7
0.092213144,1.775298595,2240,238.5150146,0.409153986,1.026082069,0.030575119,20,6.317235065,32310.83257,-4.545714286,100,23,36,548.2083333,1111.7
0.066788788,3.179545403,2143,166.2527313,0.667324781,1.009354613,0.012974152,15,3.646906233,28942.28662,-4.671428571,100,23,36,548.2083333,1111.7
0.17187187,4.580597878,2489,97.74131012,0.730161869,0.734420273,0.097416313,18,24.97901884,30211.05549,-4.578571429,150,23,36,548.2083333,1111.7
0.067824267,4.383543491,2099,50.69004822,0.614971313,1.037593603,0.038962477,25,1.464866102,40872.57516,-4.88,100,23,36,548.2083333,1111.7
0.0570319,14.24908161,2137,182.9746399,0.627093486,0.985567799,0.043360003,24,3.402761883,27260.39691,-4.882857143,100,23,36,548.2083333,1111.7
0.042843911,7.590263844,2124,296.4504395,0.623516352,1.075149354,0.035086323,11,0.64087892,23257.33069,-4.114285714,150,23,36,399,1111.7
0.070271823,9.257804871,2191,103.3987427,0.580596542,1.048989475,0.095698021,0,0,19660.20915,-4.607142857,100,23,36,548.2083333,1111.7
0.070369865,4.171674252,2181,94.24256897,0.475853879,0.909193766,0.060509375,18,2.944991226,24824.36481,-4.477142857,100,23,36,548.2083333,1111.7
0.067752844,14.90795708,2547,296.4807434,0.706104641,0.821999253,0.067130063,13,1.235980774,23287.11422,-4.395714286,150,23,36,548.2083333,1111.7
0.079935556,12.05756569,2651,317.1022034,0.476842291,0.696342474,0.064472388,25,4.898146029,42708.85598,-4.402857143,100,23,36,548.2083333,1111.7
0.050946859,1.001669168,2141,202.2029572,0.619448194,0.960311226,0.017112213,13,2.487220569,23856.67839,-4.508571429,100,23,36,543.3777778,1111.7
0.144417133,16.03123283,2618,23.04760742,0.92433062,0.672046915,0.109577763,25,2.243076219,22710.02437,-4.175714286,150,23,36,548.2083333,1111.7
0.062974659,11.66745853,2052,345.2024536,0.484520541,0.841806777,0.082764298,20,0.198367285,38578.67098,-4.832857143,100,23,36,548.2083333,1111.7
0.074445177,13.32847309,2736,123.1353836,0.243526016,0.716222842,0.099428693,0,0.930800336,22742.40351,-4.617142857,100,23,36,548.2083333,1111.7
0.08017655,3.358244181,2132,34.14693069,0.575658343,0.890993941,0.046747533,15,4.531929503,38839.98841,-4.894285714,100,23,36,548.2083333,1111.7
0.054682985,2.16311717,2340,180,0.467266688,1.165405896,0.017403552,19,4.562447547,21876.07236,-4.291428571,100,23,36,548.2083333,1111.7
0.09431758,9.025019646,2250,38.614048,0.522131065,0.912954988,0.016259484,19,0.183108263,35518.29264,-4.644285714,100,23,36,548.2083333,1111.7
0.025884841,2.880932808,2146,164.7984772,0.644123717,0.751702524,0.0244315,17,6.851300832,24628.28837,-4.645714286,100,23,36,543.3777778,1111.7
0.045371314,8.541760445,2088,153.91539,0.552837178,0.908589595,0.013093958,16,5.813687343,23709.49906,-4.761428571,100,23,36,548.2083333,1111.7
0.059632195,24.74204063,2323,309.21875,0.471701506,1.043195242,0.041314879,12,2.273594263,24530.84761,-4.491428571,100,23,36,548.2083333,1111.7
0.135156176,4.033073425,2338,57.60771942,0.686523586,0.812232237,0.055296443,22,2.929732204,36697.16489,-4.295714286,100,23,36,548.2083333,1111.7
0.041916698,16.72439766,2571,333.8818665,0.569556905,0.786498354,0.058359274,22,3.494316014,42082.92178,-4.295714286,100,23,36,548.2083333,1111.7
0.022446906,12.24289608,2572,194.1140137,0.505898314,0.732810502,0.058037832,22,3.21965362,39814.10318,-4.295714286,100,23,36,548.2083333,1111.7
0.043639673,2.106396198,2018,296.1117249,0.438940382,0.714231554,0.025728477,14,3.601129168,24156.02779,-4.445714286,150,23,36,543.3777778,1111.7
0.03716863,11.00554466,2626,329.3282471,0.492977829,0.748198883,0.0593359,23,3.21965362,39814.10318,-4.295714286,100,23,36,548.2083333,1111.7
0.082957663,4.715026379,2147,336.3345642,0.67457685,1.217175777,0.022458604,15,0.183108263,29154.00792,-4.297142857,150,23,36,548.2083333,1111.7
0.037458503,3.423432827,2133,309.1537781,0.616718263,1.042329943,0.04905865,0,4.486152438,16513.10484,-4.165714286,150,23,36,548.2083333,1111.7
0.079834841,13.93604565,2517,79.98174286,0.584808579,0.707000651,0.060719996,27,3.006027314,41617.73844,-4.37,150,23,36,543.3777778,1111.7
0.0891433,8.684612274,2302,96.08351135,0.590604681,0.792751761,0.055466258,22,4.959182116,11927.86439,-4.37,100,23,36,543.3777778,1111.7
0.065781344,23.7268486,2296,58.96121597,0.667648848,0.961860356,0.034696297,17,4.013122759,26052.57996,-4.441428571,100,23,36,543.3777778,1111.7
0.066024945,6.051627636,2289,110.8720932,0.593689401,0.791821578,0.055326174,23,4.959182116,11927.86439,-4.37,100,23,36,543.3777778,1111.7
0.063484115,20.06400108,2385,44.83478165,0.566663497,0.777975493,0.057443615,0,2.563515679,22173.64387,-4.37,100,23,36,543.3777778,1111.7
0.05355192,4.169580936,2268,344.1991882,0.538882176,0.900881488,0.067977489,24,3.585870146,21878.37912,-4.282857143,150,23,36,543.3777778,1111.7
